Date,,,,,,,Qty,Frac,Item,Unit,Cals,Carb,Fib.
,,,,,,,100,,pecans,1,704,5.8,
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
11/03/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,0.33,3,Coconut cream,200,685,14,0.2
,,,,,,,180,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Thai Curry paste,40,76,11.3,
,,,,,,,90,3,Lentils,1,82,10.9,
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,3,3,"Rice, Basmati micro",250,168,30.5,1.4
15/03/21,,,,,,,120,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,80,,Broccoli,1,32,3.9,2.6
16/03/21,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,15,3,Olives,3.5,160,0.6,3.6
,,,,,,,140,3,rice,1,354,78.5,
,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,67,,"Goats cheese, french",1,291,1,
,,,,,,,0.66,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,100,3,Smoked salmon slices,1,204,1.1,0
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,100,3,"Sundried tomato, small",1,213,23,6
,,,,,,,,3,Jude salted caramel ice cream,460,73,10.6,
,,,,,,,100,,macadamia nuts,1,772,5.3,
17/03/21,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Red kidney beans,240,105,12.8,7.8
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,"Pepper, red",115,32,7.6,1.4
,,,,,,,1,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,3,Jude salted caramel ice cream,460,73,10.6,
,,,,,,,100,2,macadamia nuts,1,772,5.3,
,,,,,,,,,"Banana, small",60,103,23.2,1.1
19/03/21,,,,,,,4,,Sausages,56.6,211,3.7,0.9
,,,,,,,825,3,"Mashed potato, frozen",1,103,15,1
,,,,,,,3,,"coffee black, 3g sugar",100,18,3,
,,,,,,,3,3,Leeks,166.7,27,2.8,
,,,,,,,150,3,Cabbage,1,32,3.9,
,,,,,,,180,3,Pak choi,1,22,1.9,
,,,,,,,24,2,Gravy granules,1,396,62.6,2.1
,,,,,,,100,2,macadamia nuts,1,772,5.3,
21/03/21,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,3,lamb steak,620,199,0.1,
,,,,,,,250,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,20,,Butter,1,516,0.4,0
,,,,,,,24,2,Gravy granules,1,396,62.6,2.1
,,,,,,,100,3,"Cabbage, white",1,32,5,2.1
,,,,,,,2,3,Leeks,166.7,27,2.8,
,,,,,,,150,3,Green beans,1,32,3.1,3.4
,,,,,,,65,2,Broccoli,1,32,3.9,2.6
30/03/21,,,,,,,2,,Hot cross buns,57.8,280,47.6,
,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,100,3,Smoked salmon slices,1,204,1.1,0
,,,,,,,50,,"Goats cheese, french",1,291,1,
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Beef steaks,500,192,0.2,0.2
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,4,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,0.3,3,Crème fraiche,300,295,3,
,,,,,,,100,,macadamia nuts,1,772,5.3,
31/03/21,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Red kidney beans,240,105,12.8,7.8
,,,,,,,1,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,5,3,Sugar,1,400,99.9,0
,,,,,,,0.3,3,Crème fraiche,300,295,3,
,,,,,,,,,Grapes (10),30,75,17,0
,,,,,,,,3,Ocado part baked baguette,150,259,54,
,,,,,,,,3,M&S pasta salad,380,179,16.1,
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
02/04/21,,,,,,,2,,Hot cross buns,57.8,280,47.6,
,,,,,,,1,2,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Chicken breast fillets,640,137,0.2,0
,,,,,,,120,4,Carrots,1,41,9.6,2.8
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,525,4,Jacket potato,1,76,16,1.8
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Thai Curry paste,45,76,11.3,
,,,,,,,,,rice krispies cake,100,85,12,
06/04/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,"Pepper, yellow",115,32,7.6,1.4
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,4,4,"Bacon, rasher",26,229.2,0,
,,,,,,,30,4,Olive oil,1,823,0,0
,,,,,,,1,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,135,,"Spaghetti, dry",1,355.6,72.2,3.1
07/04/21,,,,,,,2,3,Egg fried rice,300,163,31,1.1
09/04/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,4,,Sausages,56.6,211,3.7,0.9
,,,,,,,3,3,Eggs,50,143,0.7,0
,,,,,,,1.5,3,"Milk, skimmed",175,37,5,0
,,,,,,,210,3,Self-raising flour,1,335,69.9,3.7
11/04/21,,,,,,,5,,ryvita dark rye,10,342,66.5,
,,,,,,,25,,"Goats cheese, french",1,291,1,
,,,,,,,100,3,Smoked salmon slices,1,204,1.1,0
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,50,4,"Flour, plain",1,335,69.9,
,,,,,,,600,3,"Mashed potato, frozen",1,103,15,1
,,,,,,,2,4,Gammon steak,200,158,1,0.6
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,500,4,"Milk, skimmed",1,37,5,0
,,,,,,,180,3,Green beans,1,32,3.1,3.4
,,,,,,,100,,pecans,1,704,5.8,
,,,,,,,400,4,Peas,1,85,10.8,5.6
12/04/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,100,,"Goats cheese, french",1,291,1,
,,,,,,,2,,Hot cross buns,57.8,280,47.6,
,,,,,,,20,,Lurpak,1,516,0.4,0
,,,,,,,,3,Cottage cheese,300,75,6.4,0.1
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,100,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,70,,Coleslaw,1,181,5.4,1.5
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,,macadamia nuts,1,772,5.3,
13/04/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,3,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Beef steaks,500,192,0.2,0.2
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,4,4,"Mushroom, large",75,16,0.1,1.1
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,0.3,3,Crème fraiche,300,295,3,
,,,,,,,,,Jude mini vanilla ice cream,95,73,10.4,
,,,,,,,,,"Banana, small",60,103,23.2,1.1
,,,,,,,1,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,100,,macadamia nuts,1,772,5.3,
14/04/21,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,200,3,Smoked salmon slices,1,204,1.1,0
,,,,,,,50,,"Goats cheese, french",1,291,1,
,,,,,,,100,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,4,4,"Bacon, rasher",26,229.2,0,
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,1,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,2,Pepper Orange,115,32,7.6,1.4
16/04/21,,,,,,,4,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Jude salted caramel ice cream,460,73,10.6,
,,,,,,,,5,Chickpeas,240,122,16.5,6.1
30/04/21,,,,,,,,2.1,Chicken breast fillets,640,137,0.2,0
,,,,,,,100,2.1,Carrots,1,41,9.6,2.8
,,,,,,,,2.1,Onion,240,34.8,7.8,1.5
,,,,,,,100,2.1,Green beans,1,32,3.1,3.4
,,,,,,,,2.1,New Potatoes in herb butter,385,75,11.1,1.9
,,,,,,,4,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,2,Thai Curry paste,45,76,11.3,
,,,,,,,1,2.1,"Stock pot, chicken",28,160,26,0.7
,,,,,,,2.5,,"coffee black, 3g sugar",100,18,3,
01/05/21,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,20,,Lurpak,1,516,0.4,0
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,5,,Pickle,1,159,35,
,,,,,,,1,,Chicken mushroom pie,212,216,20.9,1.5
,,,,,,,438,2,Oven chips,1,208,31,
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,100,2,Cabbage,1,32,3.9,
,,,,,,,100,2,Pak choi,1,22,1.9,
,,,,,,,2,2,Leeks,166.7,27,2.8,
02/05/21,,,,,,,2,,"Bread, 50/50",39,234,41.9,4.7
,,,,,,,,,"Mini caramel waffles, packet 20",160,450,61,1
,,,,,,,90,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,1,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,4,3,"Bacon, rasher",26,229.2,0,
03/05/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,9,,ryvita dark rye,10,342,66.5,
,,,,,,,150,,"Goats cheese, french",1,291,1,
,,,,,,,100,2,Carrots,1,41,9.6,2.8
,,,,,,,0.96,2,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,80,2,Pepper Orange,1,32,7.6,1.4
,,,,,,,4,2,"Ham, slice",34.5,110,1.7,0
,,,,,,,108,2,Cucumber,1,15,3.6,0.5
,,,,,,,,2,"Tomato, beef",180,20,3.1,1
,,,,,,,280,2,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,,2,Cottage cheese,300,75,6.4,0.1
,,,,,,,,2,Coleslaw mini pot,180,181,5.4,
,,,,,,,,,Jude mini vanilla ice cream,95,73,10.4,
04/05/21,,,,,,,,3,Beef joint,500,178,0.1,
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,75,,Parsnip,1,72,11.4,
,,,,,,,200,4,Peas,1,85,10.8,5.6
,,,,,,,2,3,Leeks,166.7,27,2.8,
,,,,,,,100,3,Cabbage,1,32,3.9,
,,,,,,,24,2,Gravy granules,1,396,62.6,2.1
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,150,2,Carrots,1,41,9.6,2.8
,,,,,,,,,Mozzarella+tomato panini,145,241.4,29,2.1
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
20/05/21,,,,,,,70,4,"Mashed potatoes, pellet",14,103,15,1
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,50,4,Green beans,1,32,3.1,3.4
,,,,,,,,4,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,150,4,Peas,1,85,10.8,5.6
,,,,,,,150,4,Carrots,1,41,9.6,2.8
30/05/21,,,,,,,25,,Bran Flakes,1,363,67.1,4.1
,,,,,,,120,,"Milk, skimmed",1,37,5,0
17/08/21,,,,,,,90,,Protein granola,1,512,34.3,6.5
,,,,,,,90,,Blackberries,1,43,10,5
,,,,,,,0.85,,Activia vanilla yoghurt,110,98,12.8,0.1
,,,,,,,,,Lamb moussake,400,144,7.9,0.8
,,,,,,,6,,ryvita dark rye,10,342,66.5,15
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,50,,Chavroux goat's cheese,1,336,1,0
,,,,,,,,,Grapes (10),65,75,17,0
,,,,,,,,,Blanched almonds,100,649,6.9,6.2
19/08/21,,,,,,,,,Activia vanilla yoghurt,110,98,12.8,0.1
,,,,,,,100,,Blackberries,1,43,10,5
,,,,,,,70,,Protein granola,1,512,34.3,6.5
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,0
,,,,,,,250,2,Cauliflower,1,25,5,1.8
,,,,,,,100,2,Broccoli,1,32,3.9,2.6
,,,,,,,75,2,Cabbage,1,32,3.9,3.1
,,,,,,,210,3,"Flour, plain",1,335,69.9,3.5
,,,,,,,12,3,Chipolata sausages,31,323,1.3,0.9
,,,,,,,3,3,Eggs,50,143,0.7,0
,,,,,,,260,3,"Milk, skimmed",1,37,5,0
,,,,,,,2,,Ivory chocolates,5.5,535,59,3.4
22/08/21,,,,,,,4,,ryvita dark rye,10,342,66.5,15
,,,,,,,50,,"Goats cheese, french",1,291,1,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,30,,Grapes,3,75,17,0.7
27/08/21,,,,,,,438,2,Oven chips,1,208,31,2.3
,,,,,,,1,,Chicken mushroom pie,212,216,20.9,1.9
,,,,,,,80,2,Carrots,1,41,9.6,2.8
,,,,,,,,2,Ben/Jerry Cookie Dough,465,270,31,0
28/08/21,,,,,,,4,,"Bread, granary",38,256,46.4,3.7
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,0.5,,Chicken breast,160,137,0.2,0
,,,,,,,2,,"Marmalade, tsp",5,264,64.6,1.6
,,,,,,,2,,Grapes (10),30,75,17,0
,,,,,,,,2,Chicken Sausages,340,129,1.6,0
,,,,,,,2,2,Eggs,50,143,0.7,0
,,,,,,,140,2,"Flour, plain",1,335,69.9,3.5
,,,,,,,175,2,"Milk, skimmed",1,37,5,0
,,,,,,,75,2,Cabbage,1,32,3.9,3.1
,,,,,,,120,2,Green beans,1,32,3.1,3.4
,,,,,,,150,2,Broccoli,1,32,3.9,2.6
,,,,,,,8,,Gravy granules,10,43.4,4.2,0.2
,,,,,,,,2,Ben/Jerry Cookie Dough,465,270,31,0
29/08/21,,,,,,,85,,Protein granola,1,512,34.3,6.5
,,,,,,,100,,Banana,1,103,23.2,1.1
,,,,,,,100,,Activia vanilla yoghurt,1,98,12.8,0.1
,,,,,,,,2,Pepper Orange,115,32,7.6,1.4
,,,,,,,,2,Onion,240,34.8,7.8,1.5
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,184,2,"Peas, frozen",1,85,10.8,5.6
,,,,,,,124,2,Carrots,1,41,9.6,2.8
,,,,,,,40,,Broccoli,1,32,3.9,2.6
,,,,,,,1,2,Gammon steak,200,158,1,0.6
,,,,,,,6,,ryvita dark rye,10,342,66.5,15
,,,,,,,2.5,,"Ham, slice",34.5,110,1.7,0
,,,,,,,100,,"Goats cheese, french",1,291,1,0
,,,,,,,2,,Grapes (10),30,75,17,0
30/08/21,,,,,,,100,,"Milk, skimmed",1,37,5,0
,,,,,,,75,,Protein granola,1,512,34.3,6.5
,,,,,,,100,,"Pear, ripe and ready",1,57,11.6,1.6
29/09/21,,,,,,,,2,Apple,100,57,11.6,0
,,,,,,,1,2,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,2,Orange,150,40,7.8,2.4
,,,,,,,35,,"Cheddar, grated",1,416,0.2,0
,,,,,,,,2,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,,Mediterranean Vegetable pasta,380,91,15.5,1.7
,,,,,,,,,"Rice pudding, Ambrosia",125,94,15.9,0.2
,,,,,,,,,Greek yoghurt with honey,100,141,13.7,0
30/09/21,,,,,,,,2,Apple,100,57,11.6,0
,,,,,,,1,2,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,2,Pepper Orange,115,32,7.6,1.4
,,,,,,,,,Greek yoghurt with honey,100,141,13.7,0
,,,,,,,50,,Lizi granola,1,450,44,6.7
,,,,,,,2,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,,,"Bacon, rasher",26,229.2,0,1
,,,,,,,,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,,,Black Daal,250,130,13,3.9
,,,,,,,,2,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,112,,Ben&Jerry Phish Food,1,273,35,0
01/10/21,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,2.25,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,80,,"Goats cheese, french",1,291,1,0
,,,,,,,2,,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,2,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,2,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,200,2,Green beans,1,32,3.1,3.4
,,,,,,,50,,Cheddar,1,416,0.2,0
,,,,,,,,,"Oranges, easy peelers",60,43,9.1,0
02/10/21,,,,,,,2,,hula hoops,24,503,66,5
,,,,,,,,4,Egg fried rice,300,163,31,1.1
,,,,,,,,4,"Foo Yong, mushroom",300,115,4,1
,,,,,,,,,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,6,,Grapes,3,75,17,0.7
03/10/21,,,,,,,,4,"Foo Yong, mushroom",300,115,4,1
,,,,,,,,4,Egg fried rice,300,163,31,1.1
,,,,,,,,10,Curry sauce,198,31.3,1.4,0
,,,,,,,30,,Broccoli,1,32,3.9,2.6
,,,,,,,,3,Leeks,166.7,27,2.8,5
,,,,,,,50,2,Green beans,1,32,3.1,3.4
,,,,,,,4,3,Pak choi,100,22,1.9,5
,,,,,,,,,Jacket potato,180,93,21,1.8
,,,,,,,,,Lurpak,5,516,0.4,0
,,,,,,,25,,"Cheddar, grated",1,416,0.2,0
,,,,,,,,,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,,,Banana,55,103,23.2,1.1
,,,,,,,,,Muller light lemon yoghurt,120,255,7.5,0
04/10/21,,,,,,,,2,Chicken noodle soup,600,44,5.6,0.2
,,,,,,,1,,Tassimo hot chocolate,215,56,9.5,0
,,,,,,,,,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,,2,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,,Masala spinach dal,300,119,14.7,0.1
,,,,,,,,,Grapes (15),45,75,17,0
05/10/21,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,80,,"Goats cheese, french",1,291,1,0
,,,,,,,,,"Fish pie, Sainsburys",450,117,10.6,0.9
,,,,,,,200,2,Peas,1,85,10.8,5.6
,,,,,,,,,Mince pie,54,397,64.2,2.1
06/10/21,,,,,,,,2,Chicken noodle soup,600,44,5.6,0.2
,,,,,,,,,GCK cookies+cream,60,362,22.7,11.1
07/10/21,,,,,,,,,"Big soup, chicken & veg",400,50,7.4,5
,,,,,,,,,Sainsburys Med Veg Pasta,380,91,15.5,1.7
,,,,,,,,,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,,Muller light lemon yoghurt,120,255,7.5,0
,,,,,,,,,GCK dark choc + raspberry,60,365,30,5
08/10/21,,,,,,,,2,"Soup, tomato & basil",600,35,5,1.2
,,,,,,,,,Macaroni cheese (Coop),350,205,19,1.3
,,,,,,,400,2,Cauliflower,1,25,5,1.8
,,,,,,,,,Muller light lemon yoghurt,120,255,7.5,0
,,,,,,,,,GCK Peanut Nutter,60,373,26,12
09/10/21,,,,,,,,2,"Soup, tomato & basil",600,35,5,1.2
,,,,,,,,,Cod in batter (half eaten),100,444,10,4
,,,,,,,2,,Pacific salmon fishcakes,85,202,18.1,0.9
,,,,,,,,,"Cake, slice",50,297,58,1
10/10/21,,,,,,,,,"Half sugar, half teaspoon",6,400,99.9,0
,,,,,,,,,Macaroni cheese,375,156,15.9,2.6
,,,,,,,2,,"Cake, slice",50,297,58,1
11/10/21,,,,,,,,2,"Broth, chicken+vegetable",600,36,2.7,0.6
,,,,,,,,,GCK salted caramel,60,376,34,4.1
,,,,,,,,,"Fish pie, Sainsburys",400,117,10.7,1
,,,,,,,150,,"Peas, frozen",1,85,10.8,5.6
12/10/21,,,,,,,1.8,,"Bread, white",37.5,234,41.9,4.7
,,,,,,,,4,"Tuna, tin",160,113,0,0
,,,,,,,,,"Half sugar, half teaspoon",2.5,400,98.9,0
,,,,,,,,,Flower white salted caramel,20,473,71.4,0
,,,,,,,2,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,,4,Cod loin fillets,250,98,0.2,0.2
,,,,,,,2,4,Salmon fillets,120,267,0.2,0
,,,,,,,,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,4,Chorizo,75,338,1.1,0
,,,,,,,,,Greek yoghurt with honey,100,141,13.7,0
,,,,,,,,,"Banana, small",60,103,23.2,1.1
13/10/21,,,,,,,,2,Soup chicken/vegetable,600,36,2.7,5.1
,,,,,,,,,GCK caramel chaos,60,357,23,11
,,,,,,,,,GCK choc mint,60,357,23,12
,,,,,,,,0.833,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,50,,"Cheddar, grated",1,416,0.2,0
,,,,,,,,,Jacket potato,175,93,21,1.8
14/10/21,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,,Lentil Tarka Dal,400,100,11,3.5
,,,,,,,0.66,,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,,GCK birthday cake,60,363,30,3
15/10/21,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,,"Half sugar, flat teaspoon",5,400,99.9,0
,,,,,,,125,3,Broccoli,1,32,3.9,2.6
,,,,,,,,3,Leeks,166.7,27,2.8,5
,,,,,,,75,3,Cabbage,1,32,3.9,3.1
,,,,,,,3,3,Carrots,100,41,9.6,2.8
,,,,,,,66,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,20,3,Butter,1,516,0.4,0
,,,,,,,2,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,3,,"Mushroom, large",100,16,0.1,1.1
,,,,,,,3,3,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,60,,Broccoli,1,32,3.9,2.6
,,,,,,,25,2,Green beans,1,32,3.1,3.4
,,,,,,,210,3,"Flour, plain",1,335,69.9,3.5
,,,,,,,250,3,"Milk, skimmed",1,37,5,0
,,,,,,,10,2,Gravy granules,1,396,62.6,2.1
,,,,,,,40,3,Olive oil,1,823,0,0
16/10/21,,,,,,,,,"Soup, veg, home-made",300,59,8.5,3.2
,,,,,,,,,GCK fudge brownie,60,366,25,11
,,,,,,,,,Jacket potato,175,76,16,1.8
,,,,,,,,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,50,,"Cheddar, grated",1,416,0.2,0
,,,,,,,,,GCK white choc cookie,60,358,25,10
17/10/21,,,,,,,56,,Grapes,1,66,15.4,0.7
,,,,,,,,,"Banana, small",33,103,23.2,1.1
,,,,,,,,,"Pear, ripe and ready",49,43,10.9,1.6
,,,,,,,,,Nectarine,53,45,9,1.2
,,,,,,,,,Apple,47,57,11.6,0
,,,,,,,,,Orange,70,40,7.8,2.4
,,,,,,,,,Blanched almonds,18,649,6.9,6.2
,,,,,,,0.95,,Greek yoghurt with honey,100,141,13.7,0
19/10/21,,,,,,,200,,Jacket potato,1,76,16,1.8
,,,,,,,,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,50,,"Cheddar, grated",1,416,0.2,0
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,0.95,,Greek yoghurt with honey,100,141,13.7,0
,,,,,,,1,3,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,2,Orange,100,40,10.4,2
,,,,,,,,2,Apple,100,57,11.6,0
,,,,,,,,2,Nectarine,115,45,9,1.2
,,,,,,,,2,Lentil Spinach Dahl Soup,600,65,6.9,2.8
20/10/21,,,,,,,,2,Lentil Spinach Dahl Soup,600,65,6.9,2.8
,,,,,,,2,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,4,"Tomato, beef",200,20,3.1,1
,,,,,,,100,2,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,60,2,Cucumber,1,15,3.6,0.5
,,,,,,,,4,Cod loin fillets,250,98,0.2,0.2
,,,,,,,2,4,Salmon fillets,120,267,0.2,0
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,,Shortbread biscuit,12.5,520,64,1
,,,,,,,,,Muller light lemon yoghurt,120,255,7.5,0
21/10/21,,,,,,,0.9,,Costa red berries slushy,530,42,9.4,0
,,,,,,,,,Macaroni cheese,375,156,15.9,2.6
,,,,,,,,,Shortbread biscuit,12.5,520,64,1
,,,,,,,0.95,,Greek yoghurt with honey,100,141,13.7,0
24/10/21,,,,,,,,,Onion,240,34.8,7.8,1.5
,,,,,,,4,4,Eggs,50,143,0.7,0
,,,,,,,280,4,"Flour, plain",1,335,69.9,3.5
,,,,,,,350,4,"Milk, skimmed",1,37,5,0
,,,,,,,2,,"Mushroom, large",75,16,0.1,1.1
,,,,,,,60,,Broccoli,1,32,3.9,2.6
,,,,,,,45,,Green beans,1,32,3.1,3.4
,,,,,,,,,GCK cookie dough,60,364,28,11
,,,,,,,3,,"Eggs, scrambled",50,143,0.7,0
,,,,,,,1,,"Toast, slice",39,234,41.9,4.7
,,,,,,,,,"Half sugar, flat teaspoon",6,400,99.9,0
25/10/21,,,,,,,2,,Pacific salmon fishcakes,85,202,18.1,0.9
